type	gene_type	gene_name	gene_id	seqnames	logFC	AveExpr	t	P.Value	adj.P.Val	B
TESPA1	gene	protein_coding	TESPA1	ENSG00000135426.15	chr12	-1.639384317743	1.83734685620298	-5.71705017111514	6.33325545409776e-08	4.11995859665321e-05	7.9337783890657
KLK6	gene	protein_coding	KLK6	ENSG00000167755.14	chr19	1.23424642242285	7.01804772638306	5.52654184402279	1.55576967902502e-07	7.43562655369121e-05	7.09236148389886
RP11-805F19.3	gene	TEC	RP11-805F19.3	ENSG00000279042.1	chr18	-1.16517246612104	2.73058892273252	-5.50674486250079	1.70633836536694e-07	7.66002948904846e-05	7.01365798117038
GJB1	gene	protein_coding	GJB1	ENSG00000169562.9	chrX	1.14066783453945	6.24717082754751	5.44469865170169	2.27644424974996e-07	8.88534131414903e-05	6.72970657956247
IPCEF1	gene	protein_coding	IPCEF1	ENSG00000074706.13	chr6	-1.0260707305825	2.54660205168727	-5.39911008591951	2.81000190903439e-07	9.3559040257776e-05	6.53989307280478
GPD1	gene	protein_coding	GPD1	ENSG00000167588.12	chr12	1.0055157045043	5.39882212061318	5.36240920909799	3.3265547191268e-07	0.000103872779956307	6.37161582976537
ADRA1B	gene	protein_coding	ADRA1B	ENSG00000170214.3	chr5	-1.03943796005229	3.16594335982832	-5.34849661515397	3.54567198325475e-07	0.000107927841098036	6.31647859271206
CTD-2023N9.3	gene	lincRNA	CTD-2023N9.3	ENSG00000249436.1	chr5	-1.25563830282047	1.90614414824941	-5.19912046686855	6.98875610486105e-07	0.000174116680021001	5.6765821523848
RP11-467J12.4	gene	protein_coding	RP11-467J12.4	ENSG00000277639.2	chr16	1.90795199607334	2.68098824897708	4.98099250540066	1.84271736287686e-06	0.00033399949164773	4.77696054926397
TF	gene	protein_coding	TF	ENSG00000091513.14	chr3	1.07722637773607	9.76988779098907	4.96951834360862	1.93773557026486e-06	0.000341201724210773	4.74838997476401
CLIC6	gene	protein_coding	CLIC6	ENSG00000159212.12	chr21	1.49155088834602	3.39764715090576	4.963607003167	1.98852756299074e-06	0.000342421522041766	4.72438488931237
NTS	gene	protein_coding	NTS	ENSG00000133636.10	chr12	1.80920541933256	4.66832665146801	4.84722379729962	3.29636233515808e-06	0.000459508985280161	4.21917975498626
CCDC78	gene	protein_coding	CCDC78	ENSG00000162004.16	chr16	1.23793638711918	4.594714190108	4.83289513333917	3.50613885506349e-06	0.000474625814142958	4.18260419419143
SLC47A2	gene	protein_coding	SLC47A2	ENSG00000180638.17	chr17	2.07634782243705	3.20049818504578	4.80037840280922	4.03130027361092e-06	0.000525344065929252	4.07220674729756
TSPAN8	gene	protein_coding	TSPAN8	ENSG00000127324.8	chr12	1.03468765882272	2.75336398148593	4.78860642163878	4.23959969087516e-06	0.000540326476071104	4.0126779369738
FAM163B	gene	protein_coding	FAM163B	ENSG00000196990.8	chr9	-1.38498160574682	4.50773143772137	-4.75676340879701	4.8566300592342e-06	0.000595483870980134	3.86254678852697
CNGB1	gene	protein_coding	CNGB1	ENSG00000070729.13	chr16	-1.17042291949328	2.73878337580654	-4.72960811349754	5.45075183263993e-06	0.000633071775268695	3.74718226811238
PRR29	gene	protein_coding	PRR29	ENSG00000224383.7	chr17	1.02210141068287	4.47707975649312	4.67631999694546	6.82760611932221e-06	0.00072679867140185	3.54019837596169
RP11-259K15.2	gene	lincRNA	RP11-259K15.2	ENSG00000258844.1	chr14	1.10586827331341	4.77705742537243	4.64355235084916	7.83527886197687e-06	0.000811922104728479	3.44179530304798
SPAG8	gene	protein_coding	SPAG8	ENSG00000137098.13	chr9	1.13702339818458	4.46422399460106	4.63841477747986	8.0057712529526e-06	0.000824176481861749	3.40633101834613
FAM183A	gene	protein_coding	FAM183A	ENSG00000186973.10	chr1	1.96829602632191	3.59805763243543	4.60121341934756	9.35178253148452e-06	0.000898752850123231	3.30004198841367
CFAP157	gene	protein_coding	CFAP157	ENSG00000160401.14	chr9	2.17109904078697	3.89302522495021	4.59796601772162	9.47913890347317e-06	0.000898752850123231	3.27614612270345
CAPS	gene	protein_coding	CAPS	ENSG00000105519.15	chr19	1.15453326422044	6.15059904872003	4.60076492705967	9.36927262059087e-06	0.000898752850123231	3.2309652819993
ZMYND10	gene	protein_coding	ZMYND10	ENSG00000004838.13	chr3	1.33058843562262	3.49718741054529	4.55288951234171	1.14295245151675e-05	0.00100101618026198	3.11284508212175
FOXJ1	gene	protein_coding	FOXJ1	ENSG00000129654.7	chr17	1.81999732638728	4.15768368369014	4.552712695519	1.14378887218302e-05	0.00100101618026198	3.1109633683732
C1QL3	gene	protein_coding	C1QL3	ENSG00000165985.9	chr10	-1.18123496920452	3.18214990265597	-4.56512930484221	1.08646542019579e-05	0.000974863359217055	3.10235417542646
DLGAP1-AS4	gene	antisense	DLGAP1-AS4	ENSG00000263878.1	chr18	-1.0537593877698	2.17313567669888	-4.54176984464606	1.19671848524253e-05	0.00103572380321111	3.07450320519401
SLC27A6	gene	protein_coding	SLC27A6	ENSG00000113396.12	chr5	1.00976779097348	2.13614001356199	4.50466047989734	1.3943823344721e-05	0.00114579087336849	2.93063407839069
FAM81B	gene	protein_coding	FAM81B	ENSG00000153347.9	chr5	1.43848924923969	2.42344256802387	4.48250649523929	1.52701407863196e-05	0.0012081467130906	2.85073208013948
TCTEX1D1	gene	protein_coding	TCTEX1D1	ENSG00000152760.9	chr1	1.23602564152495	3.71668885879733	4.47390411024491	1.58172431024818e-05	0.00123887630841813	2.8002539280697
UNC13C	gene	protein_coding	UNC13C	ENSG00000137766.16	chr15	-1.01322298634395	3.47233213559686	-4.45435359102243	1.71317603699887e-05	0.00129841001975653	2.67310971470217
SLC5A11	gene	protein_coding	SLC5A11	ENSG00000158865.12	chr16	1.18770241833355	5.51815247280437	4.44443787559966	1.78380679595097e-05	0.00132618956680558	2.63768078860115
C1orf194	gene	protein_coding	C1orf194	ENSG00000179902.12	chr1	1.0775116051617	4.84045771437918	4.41889622404152	1.97889533257633e-05	0.00139589607812063	2.55025065308155
WDR38	gene	protein_coding	WDR38	ENSG00000136918.7	chr9	1.6039010662294	2.66264170786738	4.38821751990898	2.24043568288279e-05	0.00149910752164092	2.50590040899349
RSPH4A	gene	protein_coding	RSPH4A	ENSG00000111834.12	chr6	1.06234818933426	2.76663928554907	4.38387910482434	2.28000431549417e-05	0.00150409636801572	2.49002744273454
MAPK15	gene	protein_coding	MAPK15	ENSG00000181085.14	chr8	1.46691392051138	4.01267026668539	4.39388929998289	2.18970138049564e-05	0.00148551128151513	2.48110238802524
RP11-356K23.1	gene	antisense	RP11-356K23.1	ENSG00000258752.1	chr14	1.94683170387974	2.9855682735643	4.36286185778239	2.48140177146348e-05	0.00157319648169967	2.41406748062073
HAGLR	gene	antisense	HAGLR	ENSG00000224189.6	chr2	1.00359886092491	3.94408940230568	4.36423442426385	2.46774319633504e-05	0.00157319648169967	2.40930420137821
DRC1	gene	protein_coding	DRC1	ENSG00000157856.10	chr2	1.09077283568292	3.07758346574595	4.36244996302356	2.48551474541559e-05	0.00157319648169967	2.40336854506719
CAPSL	gene	protein_coding	CAPSL	ENSG00000152611.11	chr5	1.65549671324976	3.08779551124485	4.31117558236406	3.0520590437287e-05	0.00177801419763887	2.22487103234862
ROPN1L	gene	protein_coding	ROPN1L	ENSG00000145491.11	chr5	1.2447145690963	3.29202792786518	4.30345294888017	3.14747411221411e-05	0.00181234179834752	2.18179683004149
DYNLRB2	gene	protein_coding	DYNLRB2	ENSG00000168589.14	chr16	1.03543512786009	3.60678619127731	4.30021141632796	3.18837192416063e-05	0.00181234179834752	2.17449366121077
TMEM155	gene	protein_coding	TMEM155	ENSG00000164112.12	chr4	-1.27011364469244	3.47636461322106	-4.30177505609116	3.16858046549386e-05	0.00181234179834752	2.09772823252323
SPAG6	gene	protein_coding	SPAG6	ENSG00000077327.15	chr10	1.72882730522537	3.06608707265417	4.2591524415713	3.75265560661954e-05	0.00199070851580623	2.03914719904788
LRTM2	gene	protein_coding	LRTM2	ENSG00000166159.10	chr12	-1.05293271062416	3.55806805213684	-4.28391785961557	3.40179440959785e-05	0.0018864496641078	2.0295612350762
CATIP	gene	protein_coding	CATIP	ENSG00000158428.3	chr2	1.15293657307431	2.12075042833618	4.220461253047	4.37122119717789e-05	0.00218738523967327	1.90410035418097
TEKT1	gene	protein_coding	TEKT1	ENSG00000167858.12	chr17	1.28371984084392	2.71064141956486	4.21756882916702	4.42119674159424e-05	0.00219998309936753	1.89091673580905
FAM166B	gene	protein_coding	FAM166B	ENSG00000215187.10	chr9	1.50285151067399	3.31955433342048	4.20342549658005	4.67355753130672e-05	0.00228639073652829	1.83037648225276
SPATA18	gene	protein_coding	SPATA18	ENSG00000163071.10	chr4	1.01485543681264	3.11903692203537	4.18374432925365	5.0478017288642e-05	0.002404997775314	1.75568549696092
FAM92B	gene	protein_coding	FAM92B	ENSG00000153789.12	chr16	1.64137155377846	2.47868329959394	4.1604018593307	5.52892443890989e-05	0.00253119734417834	1.69320497429465
SPAG17	gene	protein_coding	SPAG17	ENSG00000155761.13	chr1	1.29245891630088	2.24893426016654	4.15906703558996	5.55772468872308e-05	0.00253119734417834	1.68879564455819
DYDC2	gene	protein_coding	DYDC2	ENSG00000133665.12	chr10	1.12929611039167	3.29125505284764	4.13040661044596	6.21189287006049e-05	0.00267158081785139	1.55566383939954
CFAP73	gene	protein_coding	CFAP73	ENSG00000186710.11	chr12	1.85401378385353	3.53510115765956	4.12478484174316	6.34857540895124e-05	0.00271804913166781	1.55386924206769
CFAP100	gene	protein_coding	CFAP100	ENSG00000163885.11	chr3	1.30459425626215	2.66398118892645	4.10988349976752	6.72493452633965e-05	0.00281234360129193	1.51352521770742
C11orf88	gene	protein_coding	C11orf88	ENSG00000183644.13	chr11	1.44672474527129	2.35564536721511	4.06935957624753	7.85941257852579e-05	0.00305079393939819	1.37936080853908
CFAP45	gene	protein_coding	CFAP45	ENSG00000213085.9	chr1	1.62588084073915	2.93255439444271	4.05431851250878	8.32530793819149e-05	0.00318797049974643	1.32137909521851
DNAAF3	gene	protein_coding	DNAAF3	ENSG00000167646.13	chr19	1.11259591574916	2.02337057686022	4.04716775453807	8.5559453351953e-05	0.00323158072787188	1.30345360643665
C7orf57	gene	protein_coding	C7orf57	ENSG00000164746.13	chr7	1.1619285521889	2.11184114067282	4.03524989253426	8.95395733291931e-05	0.00332845598062916	1.2628493381878
CFAP77	gene	protein_coding	CFAP77	ENSG00000188523.8	chr9	1.28197184944727	2.09782404568698	4.00963480515962	9.870067483551e-05	0.00354636623823287	1.17607232295078
LRRC46	gene	protein_coding	LRRC46	ENSG00000141294.9	chr17	1.47181544762714	3.04683769594303	4.00931882675517	9.88190810026879e-05	0.00354636623823287	1.16642331325158
STOML3	gene	protein_coding	STOML3	ENSG00000133115.11	chr13	1.46394584330227	2.16336749306519	3.99513481219497	0.000104276064952778	0.00365118224041858	1.12702469849927
C22orf15	gene	protein_coding	C22orf15	ENSG00000169314.14	chr22	1.00180596899655	1.89794955960659	3.98456391788816	0.000108528674228772	0.00373947210083494	1.09110918364546
RP11-203H19.2	gene	TEC	RP11-203H19.2	ENSG00000279328.1	chr3	1.0677049939583	2.11618724979756	3.9755649891051	0.000112278737133622	0.00382744649917364	1.06006384389244
LRRC71	gene	protein_coding	LRRC71	ENSG00000160838.13	chr1	1.3738850209508	2.31609540303663	3.97112307961104	0.000114175016351832	0.00387399677932931	1.04525205808068
ARMC3	gene	protein_coding	ARMC3	ENSG00000165309.13	chr10	1.00437723161516	2.26397358305642	3.96432367366918	0.000117136974583352	0.0039357687342432	1.02206809938495
FAM216B	gene	protein_coding	FAM216B	ENSG00000179813.6	chr13	1.29946287169465	2.11963128802707	3.95521544961831	0.000121219628894063	0.00404393516961548	0.991472078169067
CFAP43	gene	protein_coding	CFAP43	ENSG00000197748.12	chr10	1.12878742336829	2.99220923653238	3.95379623101678	0.000121867861660495	0.0040508935727692	0.972698512826951
TUBA4B	gene	protein_coding	TUBA4B	ENSG00000243910.7	chr2	1.3698705789889	2.41830984442001	3.94623924138555	0.000125375536598102	0.00412383383650414	0.959976706543217
DNAI1	gene	protein_coding	DNAI1	ENSG00000122735.15	chr9	1.04867615941419	2.67326070976836	3.91566770961128	0.000140572005804954	0.00441294343692522	0.845999412995046
RASSF9	gene	protein_coding	RASSF9	ENSG00000198774.4	chr12	1.04192680856316	1.90072885857435	3.90796875408081	0.000144666755602993	0.00446586084901503	0.836774734868567
C1orf87	gene	protein_coding	C1orf87	ENSG00000162598.13	chr1	1.06127959421732	1.90572867772662	3.85243512741921	0.000177747748840418	0.00506760887834943	0.655017767938718
CCDC114	gene	protein_coding	CCDC114	ENSG00000105479.15	chr19	1.5667333623961	3.32349238138968	3.8601147684215	0.000172778604484334	0.00501367871919847	0.650344399731392
VWA3A	gene	protein_coding	VWA3A	ENSG00000175267.14	chr16	1.06182548070491	3.65051873484002	3.82839894186822	0.000194193108483286	0.00535036283243539	0.504650115760361
DNAI2	gene	protein_coding	DNAI2	ENSG00000171595.13	chr17	1.2453013872637	2.14665200253657	3.79871959993429	0.000216496757621692	0.00572250289700045	0.47697444838731
CFAP52	gene	protein_coding	CFAP52	ENSG00000166596.14	chr17	1.12112969442993	3.06759120424769	3.79739963520421	0.000217543105737129	0.00573720945186692	0.432438160171313
TEKT4	gene	protein_coding	TEKT4	ENSG00000163060.7	chr2	1.01267160804675	2.28761847278319	3.76367179721103	0.000245965740591958	0.00616071837317974	0.358395807512795
DLEC1	gene	protein_coding	DLEC1	ENSG00000008226.19	chr3	1.09805063305017	2.6767584186737	3.73502702944363	0.000272835945880366	0.00657360598412786	0.260712166864349
DRC3	gene	protein_coding	DRC3	ENSG00000171962.17	chr17	1.01235327507203	3.19461225090759	3.72156354686004	0.000286404951933665	0.00678191867475683	0.185508003479389
CALB1	gene	protein_coding	CALB1	ENSG00000104327.7	chr8	-1.19339870106128	3.9195281076331	-3.75045111391372	0.000258039778493073	0.00637450798790009	0.170730563879435
CCDC33	gene	protein_coding	CCDC33	ENSG00000140481.14	chr15	1.00151709466358	1.75521027968077	3.65628557760711	0.000361753587494273	0.007837102003264	0.0271849352479299
LRRC74B	gene	protein_coding	LRRC74B	ENSG00000187905.10	chr22	1.28373850840573	2.1958868390124	3.64370852154307	0.000378275809321512	0.00811992775297938	-0.0151747130368083
RP1-223B1.1	gene	lincRNA	RP1-223B1.1	ENSG00000228793.1	chr6	1.02822677923296	3.1657193999774	3.61245131784527	0.000422478848580487	0.00865709916772266	-0.130224244642952
IGFBP7-AS1	gene	antisense	IGFBP7-AS1	ENSG00000245067.6	chr4	1.28120719729052	2.99692346648957	3.56956452747307	0.000491107841166457	0.00950516903493987	-0.270639280158981
C10orf105	gene	protein_coding	C10orf105	ENSG00000214688.5	chr10	1.01333341031565	4.38572028500625	3.57465752282606	0.000482439588688045	0.00941521060623777	-0.289482694274541
GABRD	gene	protein_coding	GABRD	ENSG00000187730.8	chr1	-1.02097450814693	5.17127294680604	-3.59810465897381	0.000444360697047916	0.00896247271163099	-0.306995004010353
EFCAB1	gene	protein_coding	EFCAB1	ENSG00000034239.10	chr8	1.06828818909401	2.99143249829474	3.55882661154369	0.000509867040479008	0.00973509076667344	-0.322792686778735
RP11-493L12.6	gene	processed_pseudogene	RP11-493L12.6	ENSG00000258116.1	chr12	1.37131673100655	2.17058200326468	3.47716205472081	0.000676263509398064	0.0116103448747025	-0.523420987613338
RP11-13P5.2	gene	antisense	RP11-13P5.2	ENSG00000233682.3	chr6	1.41248308839603	3.46882155248581	3.38317260001831	0.000930550412034309	0.0142156295495313	-0.944707703261328
ODF3B	gene	protein_coding	ODF3B	ENSG00000177989.13	chr22	1.1144190035954	4.21477428623472	3.23381591348882	0.00152525807276693	0.019529807985855	-1.36146703121527
IL1RL1	gene	protein_coding	IL1RL1	ENSG00000115602.16	chr2	-1.09972140335896	2.34025348478433	-2.87192151123782	0.0047179627807087	0.0404576969466924	-2.28305918942101
