type	gene_type	gene_name	gene_id	seqnames	logFC	AveExpr	t	P.Value	adj.P.Val	B
TEKT1	gene	protein_coding	TEKT1	ENSG00000167858.12	chr17	2.11053180807403	2.68640370193079	11.6270062516714	5.16841109662987e-24	4.83644007619249e-21	43.8573255164812
WDR38	gene	protein_coding	WDR38	ENSG00000136918.7	chr9	2.41164927624005	2.62472128706387	11.5741734622492	7.43243025739232e-24	6.69744548749464e-21	43.4676737744916
FAM92B	gene	protein_coding	FAM92B	ENSG00000153789.12	chr16	2.69402655619815	2.4553624804668	11.5578799986417	8.31311886279687e-24	7.22350649756599e-21	43.3667072123519
RSPH1	gene	protein_coding	RSPH1	ENSG00000160188.9	chr21	1.36524970387972	5.80614290061149	11.4725987843941	1.49322492572546e-23	1.25276422216898e-20	42.8686952887014
C1orf194	gene	protein_coding	C1orf194	ENSG00000179902.12	chr1	1.67033283705921	4.82811828878604	11.4616660579508	1.60957058364918e-23	1.30536174333948e-20	42.7948179086306
FAM166B	gene	protein_coding	FAM166B	ENSG00000215187.10	chr9	2.36095054587541	3.27913336116913	11.4071092674419	2.34009814398904e-23	1.83659960784688e-20	42.4019749553897
VWA3A	gene	protein_coding	VWA3A	ENSG00000175267.14	chr16	1.91224835275322	3.60072239836135	11.2695143911811	6.0048536039377e-23	4.56556525574388e-20	41.487343744817
DNALI1	gene	protein_coding	DNALI1	ENSG00000163879.10	chr1	1.17728981069062	4.62030494843765	11.2588188487074	6.46065989907949e-23	4.76326834377588e-20	41.4262795487237
PPP1R32	gene	protein_coding	PPP1R32	ENSG00000162148.10	chr11	1.36078773081292	4.22923329729289	11.24847593447	6.93423041226343e-23	4.96205370383439e-20	41.3565969009937
DRC3	gene	protein_coding	DRC3	ENSG00000171962.17	chr17	1.77585074444174	3.16703714088948	11.1626529774561	1.2465376853812e-22	8.47397231558529e-20	40.7597967355866
ARMC3	gene	protein_coding	ARMC3	ENSG00000165309.13	chr10	1.69659986854253	2.24423368569159	11.1617957983887	1.25385533646145e-22	8.47397231558529e-20	40.679870558126
MAPK15	gene	protein_coding	MAPK15	ENSG00000181085.14	chr8	2.24116033079288	3.9453744082953	11.142696510383	1.42849102149323e-22	9.39329366295411e-20	40.6436748167911
C11orf88	gene	protein_coding	C11orf88	ENSG00000183644.13	chr11	2.29161483078015	2.33356099856116	11.0153444718394	3.40388731613789e-22	2.17938364214828e-19	39.7066844330186
DYNLRB2	gene	protein_coding	DYNLRB2	ENSG00000168589.14	chr16	1.56476838247274	3.57778411422242	10.9856450248528	4.16665074195834e-22	2.59934903979093e-19	39.5827434854187
PTRH1	gene	protein_coding	PTRH1	ENSG00000187024.13	chr9	1.39691589746918	4.33865208564748	10.9581023670022	5.0254716834584e-22	3.05674315146357e-19	39.4072376895659
LRRC46	gene	protein_coding	LRRC46	ENSG00000141294.9	chr17	2.32089872957257	2.99677978099469	10.9102167760522	6.95945864053463e-22	4.12984460302945e-19	39.056925554858
EFCAB1	gene	protein_coding	EFCAB1	ENSG00000034239.10	chr8	1.94724819410713	2.96606576282767	10.8901763206004	7.97464747102056e-22	4.61959935642691e-19	38.934322867571
DNAI1	gene	protein_coding	DNAI1	ENSG00000122735.15	chr9	1.75926861062529	2.64430610740744	10.8475531051639	1.06513613556011e-21	6.02668887864593e-19	38.6282614416688
TUBA4B	gene	protein_coding	TUBA4B	ENSG00000243910.7	chr2	2.24490081029909	2.39635469421963	10.8009778360509	1.46091885567073e-21	8.07821721783383e-19	38.3052404919306
DYDC2	gene	protein_coding	DYDC2	ENSG00000133665.12	chr10	1.84087830868042	3.21554963747051	10.7501741844334	2.06134351502004e-21	1.11449972712083e-18	38.0136720460035
CFAP43	gene	protein_coding	CFAP43	ENSG00000197748.12	chr10	1.84270891281121	2.96510410014192	10.7437761400322	2.15262989255549e-21	1.1385540279538e-18	37.954171550626
CFAP53	gene	protein_coding	CFAP53	ENSG00000172361.5	chr18	1.66198585371437	3.40508454019137	10.7284789984539	2.38755421868458e-21	1.23594030086374e-18	37.8632577641032
CCDC146	gene	protein_coding	CCDC146	ENSG00000135205.14	chr7	1.10284198465987	4.03516284361682	10.70047576612	2.88577490213809e-21	1.46272715352124e-18	37.6887898410638
CFAP77	gene	protein_coding	CFAP77	ENSG00000188523.8	chr9	2.04950399229291	2.08159652369768	10.6565421263945	3.8841169114742e-21	1.92858294808505e-18	37.3307549154507
FAM216B	gene	protein_coding	FAM216B	ENSG00000179813.6	chr13	2.14139939335997	2.10938380980421	10.5664283519735	7.13749984487966e-21	3.47310742451845e-18	36.7524961472259
MORN5	gene	protein_coding	MORN5	ENSG00000185681.12	chr9	1.45852761346752	3.59555715000957	10.5165363717697	9.99107470318178e-21	4.76633034369437e-18	36.4681514229818
TEKT2	gene	protein_coding	TEKT2	ENSG00000092850.11	chr1	1.33861500587565	3.14435105768697	10.5018554121385	1.10295977870983e-20	5.16057911846347e-18	36.3677460437292
DLEC1	gene	protein_coding	DLEC1	ENSG00000008226.19	chr3	1.85379635376253	2.66939107929047	10.497163768265	1.13836446572469e-20	5.22573725492106e-18	36.305466294615
CFAP100	gene	protein_coding	CFAP100	ENSG00000163885.11	chr3	2.043064881429	2.63380930240407	10.4445356026597	1.62216604845068e-20	7.30875925163056e-18	35.9701612777421
NEK11	gene	protein_coding	NEK11	ENSG00000114670.13	chr3	0.958296370140074	3.98282654779156	10.3212244161304	3.712770469404e-20	1.64239464582908e-17	35.1777370872678
C7orf57	gene	protein_coding	C7orf57	ENSG00000164746.13	chr7	1.85186644409136	2.09422784106547	10.2645004432838	5.42916206747175e-20	2.35877701967121e-17	34.7608043644028
PRR19	gene	protein_coding	PRR19	ENSG00000188368.9	chr19	-0.680352722807062	2.11368537165715	-10.2195426207404	7.33427616460822e-20	3.13057787868277e-17	34.5005175068631
TMEM231	gene	protein_coding	TMEM231	ENSG00000205084.10	chr16	0.82962621093447	4.3045329147164	10.2034590308159	8.16675026986422e-20	3.4258109321689e-17	34.3945884186305
MNS1	gene	protein_coding	MNS1	ENSG00000138587.5	chr15	1.33093122092364	3.39380635696759	10.1913114736137	8.85729323192919e-20	3.59163240554729e-17	34.3235571289005
DNAI2	gene	protein_coding	DNAI2	ENSG00000171595.13	chr17	2.03918823962959	2.12562492342597	10.1917331431117	8.83237604671893e-20	3.59163240554729e-17	34.2887645192098
IGFBP7-AS1	gene	antisense	IGFBP7-AS1	ENSG00000245067.6	chr4	2.22540856658246	2.96012970215908	10.1559158181107	1.12189036867778e-19	4.4498743723131e-17	34.0797939860741
STOML3	gene	protein_coding	STOML3	ENSG00000133115.11	chr13	2.33328397091258	2.141056193643	10.1543126413243	1.13395894403375e-19	4.4498743723131e-17	34.0548250650138
SPATA18	gene	protein_coding	SPATA18	ENSG00000163071.10	chr4	1.57219029763238	3.05747107979894	10.1335475939832	1.30246869155503e-19	5.03001004214825e-17	33.946075158795
PRDM11	gene	protein_coding	PRDM11	ENSG00000019485.13	chr11	-0.502250382678531	2.86081766007795	-10.1127406181977	1.49631636971311e-19	5.60082727309539e-17	33.8110339176369
CATIP	gene	protein_coding	CATIP	ENSG00000158428.3	chr2	1.71129995266237	2.09627479119467	10.1146866443831	1.47703002116361e-19	5.60082727309539e-17	33.7849669947287
ODF3B	gene	protein_coding	ODF3B	ENSG00000177989.13	chr22	2.04021778554643	4.22626962489637	10.1046635242865	1.57908231273316e-19	5.82107161648453e-17	33.7580283865416
RP11-192H23.8	gene	sense_intronic	RP11-192H23.8	ENSG00000264608.1	chr17	-1.19000713733662	4.4072091742579	-10.0353460327966	2.50518598705553e-19	9.09719030821806e-17	33.2849775201375
DNAAF1	gene	protein_coding	DNAAF1	ENSG00000154099.17	chr16	1.66350010278102	3.92145419525017	9.96894395754439	3.89460745187397e-19	1.39346763682491e-16	32.8674639294665
C9orf135	gene	protein_coding	C9orf135	ENSG00000204711.8	chr9	1.4097702198711	2.60944462345057	9.96538129254442	3.98780702337638e-19	1.40613543302532e-16	32.8459587713189
LRRC23	gene	protein_coding	LRRC23	ENSG00000010626.14	chr12	0.81540873641379	5.21157832828323	9.95298929748689	4.32961379517989e-19	1.50485005195324e-16	32.7453980868577
C11orf70	gene	protein_coding	C11orf70	ENSG00000137691.12	chr11	1.54250038955415	2.64164445826686	9.94792506945481	4.47755512240941e-19	1.53435093138339e-16	32.7186243539362
SPAG17	gene	protein_coding	SPAG17	ENSG00000155761.13	chr1	1.88483293415874	2.22512694708668	9.93945789083224	4.73623002311578e-19	1.60045106197787e-16	32.646173127246
CFAP65	gene	protein_coding	CFAP65	ENSG00000181378.13	chr2	1.49013823120228	2.13144955715731	9.92899714403072	5.07643616318726e-19	1.69191358699104e-16	32.583266837414
VWA3B	gene	protein_coding	VWA3B	ENSG00000168658.18	chr2	1.61890983531441	2.06539863443736	9.91641028914171	5.51817330024171e-19	1.81428589722812e-16	32.4978979212172
VIPR1	gene	protein_coding	VIPR1	ENSG00000114812.12	chr3	-1.10819381143659	3.43382885297336	-9.86923340758652	7.54202881428078e-19	2.44663414735268e-16	32.2093698674402
RP11-805F19.3	gene	TEC	RP11-805F19.3	ENSG00000279042.1	chr18	-1.62230594347568	2.666526632031	-9.85731319708575	8.16097905364414e-19	2.6125871101995e-16	32.1465692471184
EFHC1	gene	protein_coding	EFHC1	ENSG00000096093.15	chr6	0.775223866071898	3.05727846962768	9.85425751329627	8.32762297250068e-19	2.63131255741482e-16	32.1281894545632
CFAP161	gene	protein_coding	CFAP161	ENSG00000156206.13	chr15	1.52472812778794	1.97802257597912	9.84039001240319	9.12748060582698e-19	2.84707183512526e-16	32.0047489241653
LRRC71	gene	protein_coding	LRRC71	ENSG00000160838.13	chr1	2.08777343075653	2.29201087342226	9.83528978475606	9.44050594995967e-19	2.90743683243695e-16	31.9832283687756
CFAP70	gene	protein_coding	CFAP70	ENSG00000156042.17	chr10	1.54395192763918	3.1384828689667	9.79026017014745	1.27111927162825e-18	3.86579148483941e-16	31.7131047674494
GPR150	gene	protein_coding	GPR150	ENSG00000178015.4	chr5	-0.795416162386396	1.67183796093645	-9.78453824681354	1.32004667604887e-18	3.96502908990975e-16	31.6508495359477
IGSF22	gene	protein_coding	IGSF22	ENSG00000179057.13	chr11	-0.610015351189787	1.51860249234944	-9.75308934512254	1.62438629333807e-18	4.8196729898677e-16	31.4452816196682
FANK1	gene	protein_coding	FANK1	ENSG00000203780.10	chr10	1.18571686660474	3.32979195727206	9.74542385075339	1.70858547525167e-18	5.00841983287627e-16	31.4247259797492
IL13RA2	gene	protein_coding	IL13RA2	ENSG00000123496.7	chrX	1.36218138551233	3.15570152526713	9.72502918255215	1.95435139093653e-18	5.66063920731973e-16	31.2920141465753
PRR29	gene	protein_coding	PRR29	ENSG00000224383.7	chr17	1.47130918848828	4.37175177875487	9.65890867902221	3.01964807451511e-18	8.64329854740618e-16	30.8462043738521
IQCD	gene	protein_coding	IQCD	ENSG00000166578.9	chr12	0.906730989956664	2.77925205183681	9.65088788361543	3.18309032666546e-18	9.00518461020589e-16	30.8142483350649
RP11-1C8.4	gene	antisense	RP11-1C8.4	ENSG00000253477.5	chr8	-0.688823859230096	1.56699061271816	-9.61601746186547	4.00223034890154e-18	1.11924441826177e-15	30.5765809130886
EFCAB12	gene	protein_coding	EFCAB12	ENSG00000172771.11	chr3	1.52897244557356	2.98459495354658	9.57752235652505	5.1517486138121e-18	1.40845286291611e-15	30.3439829341832
DNAAF3	gene	protein_coding	DNAAF3	ENSG00000167646.13	chr19	1.6616544968072	2.02249661734704	9.57750986724627	5.15217035756405e-18	1.40845286291611e-15	30.3227841368026
SLC10A5	gene	protein_coding	SLC10A5	ENSG00000253598.1	chr8	-0.676091634874542	1.7168416057249	-9.57453592151277	5.25357992642783e-18	1.42021777344432e-15	30.3099966617449
GYG2	gene	protein_coding	GYG2	ENSG00000056998.19	chrX	0.866613449841462	4.7564522457029	9.5263099211833	7.20450323688334e-18	1.92621498630079e-15	29.9839511878307
GLB1L	gene	protein_coding	GLB1L	ENSG00000163521.15	chr2	0.832969720734639	3.1589467147029	9.51646729994736	7.68363100141577e-18	2.03198632896137e-15	29.9522641124404
TTLL9	gene	protein_coding	TTLL9	ENSG00000131044.16	chr20	1.06742432866196	3.03836562478166	9.51190516290521	7.91633215757184e-18	2.0622834831333e-15	29.9231526496569
GPR55	gene	protein_coding	GPR55	ENSG00000135898.9	chr2	-0.728453066620601	1.2743382502797	-9.51091567241722	7.96772081440734e-18	2.0622834831333e-15	29.8901801291025
WDR63	gene	protein_coding	WDR63	ENSG00000162643.12	chr1	1.49500353488813	2.05119816010083	9.50812261648325	8.11457355532834e-18	2.07818499580146e-15	29.880870294166
FAM87A	gene	lincRNA	FAM87A	ENSG00000182366.9	chr8	-0.790552569195752	1.07768821089272	-9.47762224325071	9.9043862651762e-18	2.51014289408059e-15	29.6679006435226
C9orf24	gene	protein_coding	C9orf24	ENSG00000164972.12	chr9	1.14821311898534	5.16640724569793	9.46600057174622	1.0685270362868e-17	2.6801301848307e-15	29.5910838253097
ANXA1	gene	protein_coding	ANXA1	ENSG00000135046.13	chr9	1.66156669059429	5.03932833891851	9.46039090110582	1.10838089701901e-17	2.751725226987e-15	29.570871062158
AGBL2	gene	protein_coding	AGBL2	ENSG00000165923.15	chr11	1.54804209542267	2.01882387566215	9.45588953538144	1.14142699194321e-17	2.79090650198822e-15	29.5474198605386
LINC00242	gene	lincRNA	LINC00242	ENSG00000229214.1	chr6	-0.617779542596414	1.51871187074259	-9.4551291722847	1.14710501520272e-17	2.79090650198822e-15	29.5435006383318
NHLRC4	gene	protein_coding	NHLRC4	ENSG00000257108.1	chr16	1.49473210251183	2.27700718410834	9.44894346877171	1.19435280699326e-17	2.8770894845689e-15	29.5131010388047
MAP3K21	gene	protein_coding	MAP3K21	ENSG00000143674.10	chr1	-0.632183580607449	1.8661849265898	-9.43230183586565	1.33129136550403e-17	3.14469115754495e-15	29.4089432023102
SLC25A41	gene	protein_coding	SLC25A41	ENSG00000181240.13	chr19	-0.812568009371416	3.52934966947095	-9.43299630035124	1.32527648517354e-17	3.14469115754495e-15	29.3906567671728
TMEM266	gene	protein_coding	TMEM266	ENSG00000169758.12	chr15	-0.703098844618304	2.41045291292928	-9.41842516102607	1.45733474291319e-17	3.40932252837287e-15	29.3248346982529
SLC27A6	gene	protein_coding	SLC27A6	ENSG00000113396.12	chr5	1.40530658680401	2.20710181418262	9.40983484755909	1.54123635124302e-17	3.57126480245168e-15	29.2668732330197
ADPRHL1	gene	protein_coding	ADPRHL1	ENSG00000153531.13	chr13	-0.564998794604004	1.69818315791146	-9.39239065461482	1.72667715961764e-17	3.96321276353748e-15	29.1490705889004
ZFP92	gene	protein_coding	ZFP92	ENSG00000189420.8	chrX	-0.511313713644394	2.62408855527787	-9.38730630150608	1.78478743894121e-17	4.05830639153642e-15	29.1274957396054
LY86-AS1	gene	antisense	LY86-AS1	ENSG00000216863.9	chr6	-1.27125814312362	1.99050482137919	-9.37617011325218	1.91894755325329e-17	4.32296240469005e-15	29.051404081719
RIBC1	gene	protein_coding	RIBC1	ENSG00000158423.16	chrX	1.19263335839167	2.38976098998926	9.36701411434761	2.03672706873066e-17	4.54619904424009e-15	28.9906140073884
CLIC6	gene	protein_coding	CLIC6	ENSG00000159212.12	chr21	1.89474597969099	3.37013070358039	9.36448918466826	2.07045267552753e-17	4.57946487232588e-15	28.9800739917265
LRRTM4	gene	protein_coding	LRRTM4	ENSG00000176204.13	chr2	-0.685479394037239	2.56722666855669	-9.33287369430567	2.54282123591413e-17	5.57358924953069e-15	28.7773907499424
DLEU7	gene	protein_coding	DLEU7	ENSG00000186047.9	chr13	-0.568931303292003	2.53397785565673	-9.32532594646793	2.67059042045981e-17	5.80138079730242e-15	28.7323091718778
STRC	gene	protein_coding	STRC	ENSG00000242866.9	chr15	-0.682931045679658	1.17733205971374	-9.32206672696467	2.72771712731945e-17	5.87304050510463e-15	28.6952197614971
EFHC2	gene	protein_coding	EFHC2	ENSG00000183690.12	chrX	1.01923799334	2.64414756279496	9.29603832610457	3.22973277998271e-17	6.89292969622626e-15	28.5485566952824
RP11-197K6.1	gene	lincRNA	RP11-197K6.1	ENSG00000223812.5	chr3	-1.45769099376993	1.75283097074628	-9.28862565659407	3.3888124144951e-17	7.16954835171008e-15	28.5001843955308
LINC01284	gene	lincRNA	LINC01284	ENSG00000230317.1	chrX	-0.824956926067187	1.54974363852601	-9.28617836683584	3.4430239934458e-17	7.22144601383933e-15	28.4772974879293
ZBBX	gene	protein_coding	ZBBX	ENSG00000169064.12	chr3	1.50367044647493	3.12572402821725	9.27958474643318	3.59341187621598e-17	7.4724539272081e-15	28.4416615488237
IFT81	gene	protein_coding	IFT81	ENSG00000122970.15	chr12	0.530317630898594	3.74821636054585	9.26827643027579	3.86668667481815e-17	7.90558712590972e-15	28.3530008534539
RP11-416N2.4	gene	antisense	RP11-416N2.4	ENSG00000273108.1	chr10	-1.04665330780677	3.71379829787146	-9.26940449637477	3.83852343727182e-17	7.90558712590972e-15	28.3410971225548
GRAMD2	gene	protein_coding	GRAMD2	ENSG00000175318.11	chr15	1.34957306437746	2.71321960868904	9.24913293357416	4.37717978231737e-17	8.87473200864846e-15	28.2514380970056
OPRD1	gene	protein_coding	OPRD1	ENSG00000116329.10	chr1	-0.892657790488256	1.91027156298864	-9.24496327804011	4.49696294624572e-17	9.04224037042632e-15	28.2234650580606
ANKRD20A5P	gene	transcribed_unprocessed_pseudogene	ANKRD20A5P	ENSG00000186481.16	chr18	-0.710721819682938	1.44869448287967	-9.22864641352573	4.99785075513261e-17	9.9670253174079e-15	28.1109548550396
HTR6	gene	protein_coding	HTR6	ENSG00000158748.3	chr1	-0.700236919289972	1.35445185487311	-9.2062852959687	5.77548724819131e-17	1.14241955080077e-14	27.9727290954164
MYLK3	gene	protein_coding	MYLK3	ENSG00000140795.12	chr16	1.69174326471688	2.39838261048643	9.19259872575859	6.30960779689103e-17	1.23800611047064e-14	27.8917326879022
MAATS1	gene	protein_coding	MAATS1	ENSG00000183833.16	chr3	0.973683374537606	3.3863333521599	9.1905188958225	6.39496145152158e-17	1.24471529692416e-14	27.8769654489871
TRIM7	gene	protein_coding	TRIM7	ENSG00000146054.17	chr5	-0.646037996895801	1.60305254044821	-9.18576951838916	6.59419622490648e-17	1.26328184371634e-14	27.8408392196063
FDPSP4	gene	processed_pseudogene	FDPSP4	ENSG00000254793.1	chr15	-0.723472859600377	1.13316897282662	-9.18609382345618	6.580397662216e-17	1.26328184371634e-14	27.8343183598118
RP11-192H23.4	gene	protein_coding	RP11-192H23.4	ENSG00000258472.8	chr17	-0.830159125344487	3.83417452354785	-9.17998537968178	6.84518677676e-17	1.30112026780133e-14	27.7731640511442
RP11-305F18.1	gene	lincRNA	RP11-305F18.1	ENSG00000233928.5	chrX	-0.71974966244941	1.04270627828968	-9.16603045218732	7.49049918200236e-17	1.41274298525672e-14	27.7149885259517
RP11-640L9.2	gene	TEC	RP11-640L9.2	ENSG00000281100.1	chr3	-0.798331282676055	1.69340082528981	-9.16100321314886	7.73749264104308e-17	1.44810150735829e-14	27.6928754819752
CFC1	gene	protein_coding	CFC1	ENSG00000136698.8	chr2	-0.842052709609441	1.28470608089432	-9.15961685541444	7.80701821248065e-17	1.44995994740194e-14	27.6719541063398
C1orf87	gene	protein_coding	C1orf87	ENSG00000162598.13	chr1	1.60974597461882	1.92015359689931	9.15122829343328	8.24114445900081e-17	1.51899276278401e-14	27.6191617682353
LYPD8	gene	protein_coding	LYPD8	ENSG00000259823.5	chr1	-0.956920880862723	2.0253183591903	-9.12680341372081	9.64658059825234e-17	1.76467147334947e-14	27.477079465039
C4orf47	gene	protein_coding	C4orf47	ENSG00000205129.8	chr4	1.33136025187101	3.22991696760966	9.11305041545874	1.05402190500189e-16	1.9137576827385e-14	27.3927159512452
LRRC74B	gene	protein_coding	LRRC74B	ENSG00000187905.10	chr22	1.97669407555237	2.11975672287837	9.09662633658342	1.17157517902641e-16	2.11143882264537e-14	27.2796847220738
LHFPL5	gene	protein_coding	LHFPL5	ENSG00000197753.8	chr6	-0.829664076512703	1.7180521030762	-9.08028070901443	1.30148870736743e-16	2.32832501840071e-14	27.1862753918287
SNAP25-AS1	gene	antisense	SNAP25-AS1	ENSG00000227906.7	chr20	-0.573348262073558	1.8647422979852	-9.06826028735876	1.40606723857924e-16	2.49705225654255e-14	27.1101104312497
FGF17	gene	protein_coding	FGF17	ENSG00000158815.10	chr8	-1.04457459511817	4.03350955527019	-9.04944313040106	1.58678128731035e-16	2.79756440001891e-14	26.9446209147466
LINC01234	gene	lincRNA	LINC01234	ENSG00000249550.6	chr12	-0.687381303842664	1.60605116494732	-9.04189665707488	1.66557634679048e-16	2.91535773506563e-14	26.9358845113065
C6orf118	gene	protein_coding	C6orf118	ENSG00000112539.14	chr6	1.47011857915562	2.5656191476765	9.03623973746575	1.72717991338059e-16	3.00159194946785e-14	26.9099036453134
C12orf45	gene	protein_coding	C12orf45	ENSG00000151131.10	chr12	-0.429313624206746	2.20703594372156	-9.02139745310726	1.8997830172583e-16	3.27813622765209e-14	26.8172486834533
RP1-257I9.2	gene	lincRNA	RP1-257I9.2	ENSG00000232529.1	chr6	-0.866547637479006	0.943911549429236	-8.99903359288642	2.19272594027695e-16	3.75697338922101e-14	26.6562514317847
PRSS36	gene	protein_coding	PRSS36	ENSG00000178226.10	chr16	-0.604779450122496	1.72335098583057	-8.98928734608933	2.33403710601381e-16	3.97112746778433e-14	26.6104841945718
RASSF9	gene	protein_coding	RASSF9	ENSG00000198774.4	chr12	1.50267893589769	1.89403787435347	8.98123944353586	2.45751510426613e-16	4.15217656158298e-14	26.5576408078989
LINC02033	gene	lincRNA	LINC02033	ENSG00000279727.1	chr3	-0.876476135341788	1.38919384436894	-8.97221578377673	2.60369363099554e-16	4.36881834773252e-14	26.5053759021268
RP5-1142A6.8	gene	antisense	RP5-1142A6.8	ENSG00000182376.2	chr16	-0.715289500980007	1.17530961113669	-8.9619824756288	2.77994135219606e-16	4.6010866053694e-14	26.4353863878741
MLF1	gene	protein_coding	MLF1	ENSG00000178053.17	chr3	0.711188430800104	4.6787072901631	8.96889626228153	2.65961397169303e-16	4.43208273501997e-14	26.4294343590658
TMEM67	gene	protein_coding	TMEM67	ENSG00000164953.15	chr8	0.967599342075549	3.16893409647873	8.95606910134181	2.88713726517287e-16	4.7462195717335e-14	26.3983264958167
RP11-66N24.6	gene	lincRNA	RP11-66N24.6	ENSG00000274002.1	chr14	-0.697483300379069	1.54292090498453	-8.93931250238211	3.21371199421936e-16	5.24762502143335e-14	26.2981586478513
CLDN3	gene	protein_coding	CLDN3	ENSG00000165215.6	chr7	1.3025286964734	1.85836097186047	8.93088068363433	3.39166158444739e-16	5.50127508997367e-14	26.2453315547852
ZMYND12	gene	protein_coding	ZMYND12	ENSG00000066185.12	chr1	0.904894962338364	3.52176649473531	8.92113674410115	3.60952112653252e-16	5.8158707952673e-14	26.1820888457034
PIH1D2	gene	protein_coding	PIH1D2	ENSG00000150773.10	chr11	0.873044300694569	2.41149878716753	8.90015881751959	4.12685298661045e-16	6.56250543557074e-14	26.060447822725
