type	gene_type	gene_name	gene_id	seqnames	logFC	AveExpr	t	P.Value	adj.P.Val	B
CTB-25B13.5	gene	lincRNA	CTB-25B13.5	ENSG00000268798.1	chr19	-0.490689133426563	1.85742303786504	-5.86125623007487	3.1710528416162e-08	2.56078918957965e-05	8.51280171065389
CUX2	gene	protein_coding	CUX2	ENSG00000111249.13	chr12	-1.01096079174117	1.98056771345958	-5.82538626666401	3.76983123586217e-08	2.84792508750504e-05	8.40883749155879
LINC00507	gene	lincRNA	LINC00507	ENSG00000256193.5	chr12	-1.16751043372179	1.2521850807644	-5.8133320538992	3.9949196430378e-08	2.92365697250944e-05	8.30740875217303
CDH13	gene	protein_coding	CDH13	ENSG00000140945.16	chr16	-0.569396353730351	3.21382680185834	-5.77992187226436	4.68989269082369e-08	3.17626782804548e-05	8.22927667113484
FNDC9	gene	protein_coding	FNDC9	ENSG00000172568.4	chr5	-0.775363179338971	2.86419990617835	-5.77895716824473	4.7116260626997e-08	3.17626782804548e-05	8.22489877303978
RPL12P30	gene	processed_pseudogene	RPL12P30	ENSG00000242353.1	chr11	-0.738747749051172	1.51190040881251	-5.77739743107431	4.746973567684e-08	3.17626782804548e-05	8.10433949498526
TESPA1	gene	protein_coding	TESPA1	ENSG00000135426.15	chr12	-1.639384317743	1.83734685620298	-5.71705017111514	6.33325545409776e-08	4.11995859665321e-05	7.9337783890657
LNX1	gene	protein_coding	LNX1	ENSG00000072201.13	chr4	-0.751964370005496	3.19060849814545	-5.68762732207667	7.28457170975491e-08	4.48940486501974e-05	7.81341001129744
CHRNA2	gene	protein_coding	CHRNA2	ENSG00000120903.12	chr8	-0.834106490527069	1.81380474825449	-5.68851539188718	7.25391065487574e-08	4.48940486501974e-05	7.79563668770337
RP11-574K11.5	gene	antisense	RP11-574K11.5	ENSG00000224195.1	chr10	-0.671916444123097	2.79453860021954	-5.65229559083158	8.61291535154526e-08	5.17194524661124e-05	7.64843657911489
KCNS2	gene	protein_coding	KCNS2	ENSG00000156486.7	chr8	-0.68786184964477	1.61555444587788	-5.6433805975693	8.98389500588289e-08	5.25984592856928e-05	7.5857188924404
MAP3K21	gene	protein_coding	MAP3K21	ENSG00000143674.10	chr1	-0.490866731472299	1.85953690716114	-5.637880329467	9.22052928674596e-08	5.26672135039765e-05	7.54505366901361
RP11-416N2.4	gene	antisense	RP11-416N2.4	ENSG00000273108.1	chr10	-0.798226951065207	3.7224595213721	-5.62640694805487	9.73393699258299e-08	5.42759691498336e-05	7.53611011749284
LRRK1	gene	protein_coding	LRRK1	ENSG00000154237.12	chr15	-0.467842660876215	2.07548308364571	-5.6149886128055	1.02726126402352e-07	5.59475152143413e-05	7.4333265975027
TMEM132D	gene	protein_coding	TMEM132D	ENSG00000151952.15	chr12	-0.607020640769941	2.63963187009775	-5.59943461466005	1.10535503877464e-07	5.883252193878e-05	7.41264754373045
SSTR1	gene	protein_coding	SSTR1	ENSG00000139874.5	chr14	-0.744503159879993	3.70237519019769	-5.58308082973283	1.19372385818171e-07	6.21240422994608e-05	7.34282424814872
CPXM2	gene	protein_coding	CPXM2	ENSG00000121898.12	chr10	0.75327529406888	2.41760626229283	5.57391314500984	1.24624612121167e-07	6.34474737231655e-05	7.26538640417754
ELFN2	gene	sense_overlapping	ELFN2	ENSG00000243902.6	chr22	-0.599922197621019	2.63234524900191	-5.55300241476951	1.3746434457019e-07	6.73050528294876e-05	7.2159955088478
SPAG5	gene	protein_coding	SPAG5	ENSG00000076382.16	chr17	-0.497126583390064	3.34889990924923	-5.55225005845161	1.37949636441155e-07	6.73050528294876e-05	7.21330587191948
KLK6	gene	protein_coding	KLK6	ENSG00000167755.14	chr19	1.23424642242285	7.01804772638306	5.52654184402279	1.55576967902502e-07	7.43562655369121e-05	7.09236148389886
MEF2C	gene	protein_coding	MEF2C	ENSG00000081189.15	chr5	-0.904455690706569	4.23510909383475	-5.51451437375457	1.64562087643742e-07	7.66002948904846e-05	7.036371678358
RP11-805F19.3	gene	TEC	RP11-805F19.3	ENSG00000279042.1	chr18	-1.16517246612104	2.73058892273252	-5.50674486250079	1.70633836536694e-07	7.66002948904846e-05	7.01365798117038
RP11-662M24.2	gene	lincRNA	RP11-662M24.2	ENSG00000256725.1	chr12	-0.691439827332461	2.10301406609991	-5.50334932144419	1.73355635560685e-07	7.66002948904846e-05	6.99893646625648
OPRD1	gene	protein_coding	OPRD1	ENSG00000116329.10	chr1	-0.689132245650899	1.90158202441188	-5.50392826392458	1.72888585393712e-07	7.66002948904846e-05	6.99104691806572
HSPB3	gene	protein_coding	HSPB3	ENSG00000169271.2	chr5	-0.795513667891521	2.44636777178167	-5.49848491866862	1.77328899478379e-07	7.69049166089657e-05	6.97711207071139
ASGR1	gene	protein_coding	ASGR1	ENSG00000141505.11	chr17	-0.592067632877953	2.89746616618135	-5.48615031677873	1.87806971702303e-07	7.99682085508406e-05	6.92248962759746
CACNA1C	gene	protein_coding	CACNA1C	ENSG00000151067.21	chr12	-0.560327483741947	2.91753406205223	-5.47071473358947	2.01774174475526e-07	8.29008665270585e-05	6.85630473309274
GLRA3	gene	protein_coding	GLRA3	ENSG00000145451.12	chr4	-0.616240400755684	1.53276894563969	-5.47858434573638	1.94530936600964e-07	8.13521429331783e-05	6.84035875903045
PDE8B	gene	protein_coding	PDE8B	ENSG00000113231.13	chr5	-0.551450031144017	5.21664775393058	-5.46179812104178	2.10299646244264e-07	8.49139209550762e-05	6.8062700609334
ZNF519	gene	protein_coding	ZNF519	ENSG00000175322.11	chr18	-0.425740926615063	2.43470105988577	-5.45224746843025	2.19821581496359e-07	8.72542646959871e-05	6.76642220109941
GJB1	gene	protein_coding	GJB1	ENSG00000169562.9	chrX	1.14066783453945	6.24717082754751	5.44469865170169	2.27644424974996e-07	8.88534131414903e-05	6.72970657956247
FSTL4	gene	protein_coding	FSTL4	ENSG00000053108.16	chr5	-0.672690608782639	1.54206361585606	-5.44068897887745	2.31909536274276e-07	8.9034252950939e-05	6.68122899260132
LINC00621	gene	lincRNA	LINC00621	ENSG00000262619.1	chr13	-0.613883982322077	1.6376540110174	-5.42758498613436	2.46399664180614e-07	9.21083789757497e-05	6.63410139413156
LYPD8	gene	protein_coding	LYPD8	ENSG00000259823.5	chr1	-0.770227936226568	2.04162311085047	-5.41333902288768	2.63155664106009e-07	9.21083789757497e-05	6.60166969719041
ARPP21	gene	protein_coding	ARPP21	ENSG00000172995.16	chr3	-0.765128421708717	4.37942312571112	-5.41369114828602	2.62728396120447e-07	9.21083789757497e-05	6.59454385235705
SYN3	gene	protein_coding	SYN3	ENSG00000185666.14	chr22	-0.426998743327775	2.45066264254713	-5.40666666485225	2.7138127799337e-07	9.21083789757497e-05	6.57812730523965
LINC01511	gene	lincRNA	LINC01511	ENSG00000250584.2	chr5	-0.690904664613035	1.01992343066963	-5.42431722994115	2.50148596298372e-07	9.21083789757497e-05	6.55237954188286
IPCEF1	gene	protein_coding	IPCEF1	ENSG00000074706.13	chr6	-1.0260707305825	2.54660205168727	-5.39911008591951	2.81000190903439e-07	9.3559040257776e-05	6.53989307280478
FFAR4	gene	protein_coding	FFAR4	ENSG00000186188.10	chr10	-0.556045200975358	1.4731077344341	-5.41079141932056	2.66267190472528e-07	9.21083789757497e-05	6.53124963365301
CDH18	gene	protein_coding	CDH18	ENSG00000145526.11	chr5	-0.6304512054912	2.52012741861712	-5.39489148839497	2.86514039442219e-07	9.3559040257776e-05	6.52818538146579
EPHX4	gene	protein_coding	EPHX4	ENSG00000172031.6	chr1	-0.591810711373491	2.62248723438759	-5.39403946154255	2.87640415840124e-07	9.3559040257776e-05	6.52310290190731
C17orf102	gene	lincRNA	C17orf102	ENSG00000197322.3	chr17	-0.560442307730622	1.37630618986156	-5.40798161183448	2.69740613928589e-07	9.21083789757497e-05	6.52031360765224
CTD-2560E9.3	gene	antisense	CTD-2560E9.3	ENSG00000254664.1	chr11	-0.71120958277353	1.14260479846966	-5.40835501152706	2.69276489566036e-07	9.21083789757497e-05	6.50699847515907
GLP2R	gene	protein_coding	GLP2R	ENSG00000065325.12	chr17	-0.605449431272107	1.12473137776588	-5.38781467564324	2.96001710808527e-07	9.49597817181494e-05	6.41355044071116
NT5DC1	gene	protein_coding	NT5DC1	ENSG00000178425.13	chr6	0.612287965423229	4.52940800333372	5.36674693184624	3.26098074113556e-07	0.000103201226995478	6.40093083912527
GPD1	gene	protein_coding	GPD1	ENSG00000167588.12	chr12	1.0055157045043	5.39882212061318	5.36240920909799	3.3265547191268e-07	0.000103872779956307	6.37161582976537
CACNA1G	gene	protein_coding	CACNA1G	ENSG00000006283.17	chr17	-0.702183307590091	2.53140006954419	-5.34831703486679	3.54859036019846e-07	0.000107927841098036	6.32684205725788
ADRA1B	gene	protein_coding	ADRA1B	ENSG00000170214.3	chr5	-1.03943796005229	3.16594335982832	-5.34849661515397	3.54567198325475e-07	0.000107927841098036	6.31647859271206
CBLN2	gene	protein_coding	CBLN2	ENSG00000141668.9	chr18	-0.800095204083282	3.19836333369388	-5.33639078170591	3.74774066098094e-07	0.000111380202165642	6.27157313386511
RP6-191P20.4	gene	antisense	RP6-191P20.4	ENSG00000236064.1	chrX	-0.620468061839648	2.05581052709472	-5.33179072306344	3.82743297144454e-07	0.000111380202165642	6.23742751936407
FBLN7	gene	protein_coding	FBLN7	ENSG00000144152.12	chr2	-0.606271617161473	1.85148963194428	-5.33037213665408	3.852340567666e-07	0.000111380202165642	6.23077218516595
LRRTM4	gene	protein_coding	LRRTM4	ENSG00000176204.13	chr2	-0.529037201249402	2.56588784557508	-5.32218753000729	3.99916343980675e-07	0.000114215132435164	6.21627718334663
CTC-471C19.1	gene	lincRNA	CTC-471C19.1	ENSG00000261037.1	chr5	-0.59685349204865	1.07871888364388	-5.33406530049278	3.78782333078567e-07	0.000111380202165642	6.19103430957368
MAGI3	gene	protein_coding	MAGI3	ENSG00000081026.18	chr1	-0.395721607599392	3.18096347311773	-5.31305628268334	4.16941132288558e-07	0.000117642703338141	6.17397363195951
CNST	gene	protein_coding	CNST	ENSG00000162852.13	chr1	-0.348791213518497	4.15855860090388	-5.29207487766434	4.58781515266076e-07	0.000127907194119241	6.06787025510987
SLC2A13	gene	protein_coding	SLC2A13	ENSG00000151229.12	chr12	-0.684321145772239	3.56484045269111	-5.28328879140646	4.77493885312944e-07	0.000131557991766398	6.03584815210734
ARHGAP20	gene	protein_coding	ARHGAP20	ENSG00000137727.12	chr11	-0.539904434903285	2.70584835446985	-5.27316132328246	4.99986984216806e-07	0.000134823844814671	6.00330229492669
TEX29	gene	protein_coding	TEX29	ENSG00000153495.10	chr13	-0.766014817247274	2.53353810995424	-5.2658597399411	5.16841122889613e-07	0.000137544343828998	5.96831017505022
ANKRD20A5P	gene	transcribed_unprocessed_pseudogene	ANKRD20A5P	ENSG00000186481.16	chr18	-0.553527460220054	1.47708142446609	-5.27277662141856	5.0086145859671e-07	0.000134823844814671	5.96056253075036
ARRDC4	gene	protein_coding	ARRDC4	ENSG00000140450.8	chr15	0.709104585816021	6.14167323770723	5.26231064624575	5.25232178809829e-07	0.000138206880848847	5.93859617386547
FANCA	gene	protein_coding	FANCA	ENSG00000187741.14	chr16	-0.386724027592716	1.60297852012111	-5.23733874056887	5.88142855475037e-07	0.000153041305915221	5.81446631879491
PRKAA2	gene	protein_coding	PRKAA2	ENSG00000162409.10	chr1	-0.419209712004262	2.80284807635459	-5.22168587037275	6.31257806779129e-07	0.000162455237109455	5.79027521543408
U47924.31	gene	antisense	U47924.31	ENSG00000272173.1	chr12	-0.460076551842988	2.73767779132307	-5.21245037479704	6.5812460868824e-07	0.000167528480552934	5.74888991762905
CTD-2023N9.3	gene	lincRNA	CTD-2023N9.3	ENSG00000249436.1	chr5	-1.25563830282047	1.90614414824941	-5.19912046686855	6.98875610486105e-07	0.000174116680021001	5.6765821523848
RPLP0P2	gene	transcribed_processed_pseudogene	RPLP0P2	ENSG00000243742.5	chr11	-0.654897082809576	1.29572341905107	-5.20274538875322	6.87556778057891e-07	0.000173138625648793	5.64924141924279
RHOT1P1	gene	processed_pseudogene	RHOT1P1	ENSG00000266145.1	chr18	-0.609223799327504	1.36826686359638	-5.19335834120724	7.1724232594309e-07	0.000176811558223802	5.6466683454619
C2orf88	gene	protein_coding	C2orf88	ENSG00000187699.10	chr2	0.558517933129613	3.94019433674261	5.18371195131509	7.49047296976637e-07	0.000180844728328823	5.6313066943827
DBH	gene	protein_coding	DBH	ENSG00000123454.10	chr9	-0.552813357144666	1.26258981069795	-5.19056681665152	7.26308463581323e-07	0.000177181436548031	5.60065118608835
SETD1B	gene	protein_coding	SETD1B	ENSG00000139718.10	chr12	-0.250952656581599	3.70598241864975	-5.17824970822313	7.67661376706845e-07	0.000182258300277499	5.59743314588458
DNASE1L1	gene	protein_coding	DNASE1L1	ENSG00000013563.13	chrX	-0.36514488121137	3.87532942674299	-5.17743754748466	7.70467215827851e-07	0.000182258300277499	5.5830688263371
CNDP1	gene	protein_coding	CNDP1	ENSG00000150656.14	chr18	0.982025632037779	7.10758686998158	5.16001891450172	8.33105481766996e-07	0.000195104972775013	5.51139303678546
ENPP6	gene	protein_coding	ENPP6	ENSG00000164303.10	chr4	0.936427467874301	3.75673060990938	5.14400426009414	8.95050451092303e-07	0.000200788314684251	5.46446014881476
SOWAHB	gene	protein_coding	SOWAHB	ENSG00000186212.3	chr4	-0.699639810243419	1.32549059444927	-5.15358765207456	8.57463369253485e-07	0.000198821135094528	5.46374544540112
CIT	gene	protein_coding	CIT	ENSG00000122966.15	chr12	-0.613718540309228	5.19915190866026	-5.14697013566888	8.83249854445033e-07	0.000200788314684251	5.45226875027999
MVB12B	gene	protein_coding	MVB12B	ENSG00000196814.14	chr9	0.549233126540686	6.29719927572097	5.14686469220691	8.83666783821453e-07	0.000200788314684251	5.45197163418328
RP11-66B24.4	gene	antisense	RP11-66B24.4	ENSG00000259583.2	chr15	-0.545856912301697	1.98197460269763	-5.14271142930551	9.00242240994336e-07	0.000200788314684251	5.44989550477443
LTK	gene	protein_coding	LTK	ENSG00000062524.15	chr15	-0.645861138994264	1.40835141465201	-5.1366731094901	9.24881763806209e-07	0.000204337792703562	5.39096486808355
ZNF697	gene	protein_coding	ZNF697	ENSG00000143067.4	chr1	-0.397071744516612	2.07959264976983	-5.12305029145338	9.8290461220303e-07	0.00021512750573068	5.3744416941069
SMIM5	gene	protein_coding	SMIM5	ENSG00000204323.5	chr17	0.970779990641331	3.18227182935868	5.11899589457209	1.00084676921622e-06	0.000215140965552483	5.34980443365712
PKNOX2	gene	protein_coding	PKNOX2	ENSG00000165495.15	chr11	-0.539165579020218	4.02653500151905	-5.11888559545396	1.0013393076229e-06	0.000215140965552483	5.33207126937728
GLS2	gene	protein_coding	GLS2	ENSG00000135423.12	chr12	-0.726473950055844	2.68666995117986	-5.11254758191188	1.03004114215578e-06	0.000219295759164966	5.31925858771822
FNTB	gene	protein_coding	FNTB	ENSG00000257365.7	chr14	0.518893553362009	5.23888392951341	5.10140343426011	1.08246009701902e-06	0.000228379576685481	5.25698118393559
FA2H	gene	protein_coding	FA2H	ENSG00000103089.8	chr16	0.983127307013952	6.8429723291116	5.08944317337655	1.14160382424198e-06	0.00023870732107074	5.20933607164434
RP11-438B23.2	gene	sense_overlapping	RP11-438B23.2	ENSG00000260412.1	chr9	-0.677827184904369	1.71690181716243	-5.07576349633066	1.21310657488691e-06	0.000249208270853304	5.17776363591526
RP11-145P16.2	gene	TEC	RP11-145P16.2	ENSG00000280234.1	chr15	-0.778142796897392	2.66511550194194	-5.07619954789555	1.21076160501141e-06	0.000249208270853304	5.17653184328706
PTGES3L	gene	protein_coding	PTGES3L	ENSG00000267060.5	chr17	-0.428448535913071	2.42416915171226	-5.07175919038013	1.23484817073734e-06	0.000250285097058776	5.16655169688629
PARVB	gene	protein_coding	PARVB	ENSG00000188677.14	chr22	-0.493541584549776	4.12001977549839	-5.06941299230365	1.24776250943537e-06	0.000250285097058776	5.12768689747196
RP11-416I2.1	gene	lincRNA	RP11-416I2.1	ENSG00000260328.1	chr17	-0.933007792397085	2.98898159356041	-5.06621254428132	1.2655908833909e-06	0.000251176888967216	5.1181691486315
LINC01166	gene	lincRNA	LINC01166	ENSG00000232903.2	chr10	-0.552616444146006	1.5514024928712	-5.06893489454617	1.25041019496463e-06	0.000250285097058776	5.11811055201352
INTS13	gene	protein_coding	INTS13	ENSG00000064102.14	chr12	0.473967190244144	4.62753143056713	5.04887477493198	1.36656174901995e-06	0.000268937055464691	5.05404623954548
RP4-561L24.3	gene	lincRNA	RP4-561L24.3	ENSG00000260464.1	chr1	-0.440435799558384	2.67101383564643	-5.0441467024368	1.395428841263e-06	0.000272329566946152	5.0526099509595
FAXC	gene	protein_coding	FAXC	ENSG00000146267.11	chr6	-0.500751040950314	3.07174178451571	-5.03079557098219	1.48018036444911e-06	0.00028648218144656	4.98330139428626
LINC01521	gene	lincRNA	LINC01521	ENSG00000213888.3	chr22	-0.418467325184887	2.94701773506881	-5.01507485723218	1.58639672801727e-06	0.000304523155519971	4.92620360728246
ZNF702P	gene	transcribed_processed_pseudogene	ZNF702P	ENSG00000242779.6	chr19	-0.514584998637613	1.6155079421334	-5.00782801574713	1.63781900678893e-06	0.000309323252580563	4.88264471573256
TMOD1	gene	protein_coding	TMOD1	ENSG00000136842.13	chr9	-0.459735020122094	5.32733348288671	-5.00926398571641	1.62750263500338e-06	0.000309323252580563	4.87852435493192
KRT8P26	gene	processed_pseudogene	KRT8P26	ENSG00000214659.4	chr11	-0.461053580368466	1.57512991543676	-4.99974725090507	1.69706863368723e-06	0.000315664067653445	4.86102331279652
GALE	gene	protein_coding	GALE	ENSG00000117308.14	chr1	-0.319555610990412	3.74840030784656	-4.99905300134544	1.70225503240404e-06	0.000315664067653445	4.84546268250982
TPMT	gene	protein_coding	TPMT	ENSG00000137364.4	chr6	-0.352943947855465	5.07858609161955	-4.99777673828839	1.71182956539509e-06	0.000315664067653445	4.8249033901904
RP11-245D16.4	gene	lincRNA	RP11-245D16.4	ENSG00000278238.1	chr13	-0.596287180880735	2.57904075569827	-4.98229383079154	1.83223109414394e-06	0.00033399949164773	4.80005154417803
VWA7	gene	protein_coding	VWA7	ENSG00000204396.10	chr6	-0.682101382233096	1.95515605279028	-4.97956445502805	1.85429187324975e-06	0.00033399949164773	4.79007529130059
BTBD11	gene	protein_coding	BTBD11	ENSG00000151136.14	chr12	-0.593051779359424	2.44789034421785	-4.97784655609323	1.86830921072004e-06	0.00033399949164773	4.78193357922859
RP11-467J12.4	gene	protein_coding	RP11-467J12.4	ENSG00000277639.2	chr16	1.90795199607334	2.68098824897708	4.98099250540066	1.84271736287686e-06	0.00033399949164773	4.77696054926397
U91328.19	gene	lincRNA	U91328.19	ENSG00000272462.2	chr6	-0.420227453129903	2.45086401011377	-4.97036895063181	1.93053137197287e-06	0.000341201724210773	4.75282980652729
TF	gene	protein_coding	TF	ENSG00000091513.14	chr3	1.07722637773607	9.76988779098907	4.96951834360862	1.93773557026486e-06	0.000341201724210773	4.74838997476401
RP11-1081L13.4	gene	antisense	RP11-1081L13.4	ENSG00000254966.1	chr11	-0.446717728286556	2.454218813571	-4.96651981211364	1.96334036644334e-06	0.000342421522041766	4.73725710572893
CLIC6	gene	protein_coding	CLIC6	ENSG00000159212.12	chr21	1.49155088834602	3.39764715090576	4.963607003167	1.98852756299074e-06	0.000342421522041766	4.72438488931237
ARHGAP32	gene	protein_coding	ARHGAP32	ENSG00000134909.18	chr11	-0.337268535610678	4.56406240560231	-4.9649131132824	1.97719500802914e-06	0.000342421522041766	4.68860982229637
SHISA9	gene	protein_coding	SHISA9	ENSG00000237515.8	chr16	-0.588050451664393	3.11316938106066	-4.95776309600141	2.04000965685532e-06	0.000346195551839816	4.68173488649815
CDC42EP2	gene	protein_coding	CDC42EP2	ENSG00000149798.4	chr11	0.673453264088043	4.96263715650677	4.96068762807452	2.0140862035417e-06	0.000344291129932431	4.67864757710355
VLDLR	gene	protein_coding	VLDLR	ENSG00000147852.15	chr9	0.389902078405652	3.86129269297937	4.95146182436984	2.09697057332351e-06	0.00035330182630693	4.65893279624811
LINC00884	gene	antisense	LINC00884	ENSG00000233058.1	chr3	-0.395359273622908	1.68029964965701	-4.9496425376414	2.11370141432849e-06	0.000353576953015421	4.65496779521307
PTPDC1	gene	protein_coding	PTPDC1	ENSG00000158079.14	chr9	0.494586586895955	4.33965284530504	4.94517506793862	2.15533759031051e-06	0.000357984759060155	4.6262677340419
SLC37A1	gene	protein_coding	SLC37A1	ENSG00000160190.13	chr21	-0.359387345362407	3.25521189048337	-4.94308530871875	2.17508609326962e-06	0.000358720712804798	4.6236233490155
SMPX	gene	protein_coding	SMPX	ENSG00000091482.5	chrX	-0.682778287045897	1.12192244874751	-4.93831441157834	2.22083213826849e-06	0.000363703970951817	4.59892940375264
MYOM2	gene	protein_coding	MYOM2	ENSG00000036448.9	chr8	-0.455131890008133	3.20788590578974	-4.93199998337403	2.28281643007972e-06	0.00037125887483359	4.58489232325458
UNC5D	gene	protein_coding	UNC5D	ENSG00000156687.10	chr8	-0.630390770773102	2.13765455045479	-4.92784686103197	2.32449653773269e-06	0.00037438473458064	4.58047919681588
MPP7	gene	protein_coding	MPP7	ENSG00000150054.18	chr10	-0.491954576741377	1.98374992744136	-4.92163612792306	2.38820760836237e-06	0.000377901580947556	4.55273643082275
RGS7BP	gene	protein_coding	RGS7BP	ENSG00000186479.4	chr5	-0.828405328653942	3.30521727756645	-4.92534151008559	2.34999598545429e-06	0.00037438473458064	4.53244456340757
UGT8	gene	protein_coding	UGT8	ENSG00000174607.10	chr4	0.981217670645402	6.86065831421763	4.9255725267601	2.34763338415608e-06	0.00037438473458064	4.53010256353436
TMEM266	gene	protein_coding	TMEM266	ENSG00000169758.12	chr15	-0.47937551696859	2.41748986337607	-4.91093586259748	2.50196900091658e-06	0.000393245718338694	4.51151016041081
PRDM11	gene	protein_coding	PRDM11	ENSG00000019485.13	chr11	-0.344271047876117	2.86138561182588	-4.90460483064431	2.57173562416366e-06	0.000401516510548592	4.48667865983181
RP11-863P13.6	gene	lincRNA	RP11-863P13.6	ENSG00000260166.1	chr16	-0.857979659063809	1.72750284179423	-4.89496099998317	2.68164897044107e-06	0.000413168008149733	4.44772502699502
